quarter_ending,HSC_trust,specialty,program,0-6_weeks,>6-13_weeks,>13-21_weeks,>21-26_weeks,>26-52_weeks,>52_weeks,>26-30_weeks
31-Dec-13,South Eastern,General Medicine,Acute Services,436,97,1,0,--,,0
31-Dec-13,South Eastern,Gastroenterology,Acute Services,41,1,0,0,--,,0
31-Dec-13,South Eastern,Haematology (Clinical),Acute Services,6,0,0,0,--,,0
31-Dec-13,South Eastern,Cardiology,Acute Services,94,35,1,0,--,,0
31-Dec-13,South Eastern,Dermatology,Acute Services,76,73,0,0,--,,0
31-Dec-13,South Eastern,Neurology,Acute Services,1,0,0,0,--,,0
31-Dec-13,South Eastern,Paediatrics,Acute Services,2,1,0,0,--,,0
31-Dec-13,South Eastern,Geriatric Medicine,Elderly Care,11,0,0,0,--,,0
31-Dec-13,South Eastern,Gynaecology,Acute Services,85,59,37,10,--,,5
31-Dec-13,South Eastern,Clinical Oncology,Acute Services,12,1,0,0,--,,0
31-Dec-13,Southern,General Surgery,Acute Services,836,565,287,87,--,,0
31-Dec-13,Southern,Urology,Acute Services,213,146,106,48,--,,20
31-Dec-13,Southern,T & O Surgery,Acute Services,143,140,116,18,--,,0
31-Dec-13,Southern,ENT,Acute Services,176,159,46,0,--,,0
31-Dec-13,Southern,Ophthalmology,Acute Services,90,53,1,0,--,,0
31-Dec-13,Southern,Oral Surgery,Acute Services,20,20,9,0,--,,1
31-Dec-13,Southern,Pain Management,Acute Services,76,113,133,24,--,,0
31-Dec-13,Southern,General Medicine,Acute Services,8,3,0,0,--,,0
31-Dec-13,Southern,Gastroenterology,Acute Services,270,101,2,0,--,,1
31-Dec-13,Southern,Haematology (Clinical),Acute Services,10,1,0,0,--,,0
31-Dec-13,Southern,Cardiology,Acute Services,147,72,53,8,--,,9
31-Dec-13,Southern,Dermatology,Acute Services,122,40,0,0,--,,0
31-Dec-13,Southern,Thoracic Medicine,Acute Services,9,0,0,0,--,,0
31-Dec-13,Southern,Neurology,Acute Services,5,2,0,0,--,,0
31-Dec-13,Southern,Rheumatology,Acute Services,170,168,87,11,--,,1
31-Dec-13,Southern,Gynaecology,Acute Services,124,86,0,0,--,,0
31-Dec-13,Southern,GP Other,Acute Services,104,20,3,0,--,,0
31-Dec-13,Southern,Clinical Oncology,Acute Services,4,2,0,0,--,,0
31-Dec-13,Southern,Other,Acute Services,101,98,0,0,--,,0
31-Dec-13,Western,General Surgery,Acute Services,506,356,330,109,--,,76
31-Dec-13,Western,Urology,Acute Services,190,101,32,9,--,,2
31-Dec-13,Western,T & O Surgery,Acute Services,289,251,153,65,--,,51
31-Dec-13,Western,ENT,Acute Services,88,77,29,15,--,,9
31-Dec-13,Western,Ophthalmology,Acute Services,472,338,71,11,--,,2
31-Dec-13,Western,Oral Surgery,Acute Services,130,79,52,8,--,,2
31-Dec-13,Western,Pain Management,Acute Services,64,116,75,22,--,,0
31-Dec-13,Western,General Medicine,Acute Services,790,88,5,0,--,,0
31-Dec-13,Western,Cardiology,Acute Services,41,8,0,0,--,,0
31-Dec-13,Western,Paediatrics,Acute Services,0,1,0,0,--,,0
31-Dec-13,Western,Gynaecology,Acute Services,180,120,61,22,--,,5
31-Dec-13,Western,GP Other,Acute Services,88,29,0,0,--,,0
31-Mar-14,Belfast,General Surgery,Acute Services,617,518,360,210,--,,114
31-Mar-14,Belfast,Urology,Acute Services,579,253,323,130,--,,103
31-Mar-14,Belfast,T & O Surgery,Acute Services,60,296,234,81,--,,24
31-Mar-14,Belfast,ENT,Acute Services,167,177,168,82,--,,58
31-Mar-14,Belfast,Ophthalmology,Acute Services,858,814,615,167,--,,42
31-Mar-14,Belfast,Oral Surgery,Acute Services,23,42,13,0,--,,0
31-Mar-14,Belfast,Restorative Dentistry,Acute Services,31,15,0,1,--,,0
31-Mar-14,Belfast,Paediatric Dentistry,Acute Services,42,25,8,3,--,,0
31-Mar-14,Belfast,Neurosurgery,Acute Services,24,28,15,9,--,,8
31-Mar-14,Belfast,Plastic Surgery,Acute Services,42,48,53,21,--,,13
31-Mar-14,Belfast,Cardiac Surgery,Acute Services,0,1,0,0,--,,0
31-Mar-14,Belfast,Paediatric Surgery,Acute Services,66,84,89,71,--,,37
31-Mar-14,Belfast,Pain Management,Acute Services,138,218,193,92,--,,66
31-Mar-14,Belfast,General Medicine,Acute Services,3,2,3,0,--,,0
31-Mar-14,Belfast,Gastroenterology,Acute Services,698,754,42,7,--,,0
31-Mar-14,Belfast,Endocrinology,Acute Services,14,2,0,0,--,,0
31-Mar-14,Belfast,Cardiology,Acute Services,188,91,33,12,--,,6
31-Mar-14,Belfast,Dermatology,Acute Services,39,26,3,2,--,,0
31-Mar-14,Belfast,Thoracic Medicine,Acute Services,3,0,0,0,--,,0
31-Mar-14,Belfast,Nephrology,Acute Services,11,3,0,0,--,,0
31-Mar-14,Belfast,Neurology,Acute Services,1,4,0,0,--,,0
31-Mar-14,Belfast,Rheumatology,Acute Services,1,2,0,2,--,,1
31-Mar-14,Belfast,Paediatrics,Acute Services,50,19,1,0,--,,0
31-Mar-14,Belfast,Gynaecology,Acute Services,171,203,131,26,--,,2
31-Mar-14,Belfast,GP Other,Acute Services,11,0,0,0,--,,0
31-Mar-14,Belfast,Radiology,Acute Services,14,10,4,0,--,,0
31-Mar-14,Northern,General Surgery,Acute Services,916,424,128,20,--,,0
31-Mar-14,Northern,Urology,Acute Services,333,181,70,40,--,,22
31-Mar-14,Northern,ENT,Acute Services,177,50,12,2,--,,0
31-Mar-14,Northern,Ophthalmology,Acute Services,31,48,4,3,--,,0
31-Mar-14,Northern,Oral Surgery,Acute Services,6,3,0,0,--,,1
31-Mar-14,Northern,Pain Management,Acute Services,129,14,0,0,--,,0
31-Mar-14,Northern,General Medicine,Acute Services,6,3,0,0,--,,0
31-Mar-14,Northern,Gastroenterology,Acute Services,847,363,0,0,--,,0
31-Mar-14,Northern,Cardiology,Acute Services,81,63,0,0,--,,0
31-Mar-14,Northern,Dermatology,Acute Services,58,28,0,0,--,,0
31-Mar-14,Northern,Thoracic Medicine,Acute Services,22,1,0,0,--,,0
31-Mar-14,Northern,Gynaecology,Acute Services,213,199,102,34,--,,0
31-Mar-14,Northern,GP Other,Acute Services,135,107,9,0,--,,0
31-Mar-14,South Eastern,General Surgery,Acute Services,626,264,92,8,--,,6
31-Mar-14,South Eastern,Urology,Acute Services,229,179,66,21,--,,2
31-Mar-14,South Eastern,T & O Surgery,Acute Services,13,3,0,0,--,,0
31-Mar-14,South Eastern,ENT,Acute Services,86,44,0,0,--,,0
31-Mar-14,South Eastern,Ophthalmology,Acute Services,129,177,30,0,--,,0
31-Mar-14,South Eastern,Oral Surgery,Acute Services,38,9,5,0,--,,0
31-Mar-14,South Eastern,Plastic Surgery,Acute Services,158,82,15,2,--,,1
31-Mar-14,South Eastern,Paediatric Surgery,Acute Services,16,28,12,2,--,,0
31-Mar-14,South Eastern,Pain Management,Acute Services,48,33,0,0,--,,0
31-Mar-14,South Eastern,General Medicine,Acute Services,450,100,0,0,--,,0
31-Mar-14,South Eastern,Gastroenterology,Acute Services,25,1,0,0,--,,0
31-Mar-14,South Eastern,Haematology (Clinical),Acute Services,1,1,0,0,--,,0
31-Mar-14,South Eastern,Cardiology,Acute Services,105,22,0,0,--,,0
31-Mar-14,South Eastern,Dermatology,Acute Services,79,41,0,0,--,,0
31-Mar-14,South Eastern,Nephrology,Acute Services,1,0,0,0,--,,0
31-Mar-14,South Eastern,Paediatrics,Acute Services,5,0,0,0,--,,0
31-Mar-14,South Eastern,Geriatric Medicine,Elderly Care,18,1,0,0,--,,0
31-Mar-14,South Eastern,Gynaecology,Acute Services,103,35,14,2,--,,1
31-Mar-14,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,--,,0
31-Mar-14,Southern,General Surgery,Acute Services,740,605,299,130,--,,0
31-Mar-14,Southern,Urology,Acute Services,201,183,120,30,--,,22
31-Mar-14,Southern,T & O Surgery,Acute Services,137,150,127,33,--,,0
31-Mar-14,Southern,ENT,Acute Services,242,161,53,1,--,,0
31-Mar-14,Southern,Ophthalmology,Acute Services,175,83,0,0,--,,0
31-Mar-14,Southern,Oral Surgery,Acute Services,15,18,19,4,--,,0
31-Mar-14,Southern,Pain Management,Acute Services,57,109,124,56,--,,0
31-Mar-14,Southern,General Medicine,Acute Services,12,2,0,0,--,,0
31-Mar-14,Southern,Gastroenterology,Acute Services,324,84,0,0,--,,0
31-Mar-14,Southern,Haematology (Clinical),Acute Services,18,0,0,0,--,,0
31-Mar-14,Southern,Cardiology,Acute Services,187,58,0,0,--,,0
31-Mar-14,Southern,Dermatology,Acute Services,111,103,0,0,--,,0
31-Mar-14,Southern,Thoracic Medicine,Acute Services,7,0,0,0,--,,0
31-Mar-14,Southern,Medical Oncology,Acute Services,1,0,0,0,--,,0
31-Mar-14,Southern,Neurology,Acute Services,1,0,0,0,--,,0
31-Mar-14,Southern,Rheumatology,Acute Services,191,122,89,35,--,,0
31-Mar-14,Southern,Gynaecology,Acute Services,148,68,0,0,--,,0
31-Mar-14,Southern,GP Other,Acute Services,57,12,6,0,--,,0
31-Mar-14,Southern,Clinical Oncology,Acute Services,19,0,0,0,--,,0
31-Mar-14,Southern,Other,Acute Services,165,90,0,0,--,,0
31-Mar-14,Western,General Surgery,Acute Services,617,336,286,93,--,,57
31-Mar-14,Western,Urology,Acute Services,156,87,0,0,--,,0
31-Mar-14,Western,T & O Surgery,Acute Services,216,255,193,98,--,,29
31-Mar-14,Western,ENT,Acute Services,63,52,53,12,--,,0
31-Mar-14,Western,Ophthalmology,Acute Services,428,308,39,0,--,,0
31-Mar-14,Western,Oral Surgery,Acute Services,94,34,4,0,--,,0
31-Mar-14,Western,Pain Management,Acute Services,116,82,27,0,--,,0
31-Mar-14,Western,General Medicine,Acute Services,877,112,0,0,--,,0
31-Mar-14,Western,Cardiology,Acute Services,36,2,0,0,--,,0
31-Mar-14,Western,Gynaecology,Acute Services,179,134,98,13,--,,0
31-Mar-14,Western,GP Other,Acute Services,100,34,0,0,--,,0
30-Jun-14,Belfast,General Surgery,Acute Services,670,465,402,197,686,,--
30-Jun-14,Belfast,Urology,Acute Services,584,242,246,117,678,,--
30-Jun-14,Belfast,T & O Surgery,Acute Services,60,263,187,75,29,,--
30-Jun-14,Belfast,ENT,Acute Services,240,182,138,104,217,,--
30-Jun-14,Belfast,Ophthalmology,Acute Services,793,673,643,138,153,,--
30-Jun-14,Belfast,Oral Surgery,Acute Services,74,54,11,3,0,,--
30-Jun-14,Belfast,Restorative Dentistry,Acute Services,39,16,6,0,1,,--
30-Jun-14,Belfast,Paediatric Dentistry,Acute Services,64,16,2,0,0,,--
30-Jun-14,Belfast,Neurosurgery,Acute Services,14,24,14,1,3,,--
30-Jun-14,Belfast,Plastic Surgery,Acute Services,62,67,47,26,38,,--
30-Jun-14,Belfast,Cardiac Surgery,Acute Services,0,0,1,0,0,,--
30-Jun-14,Belfast,Paediatric Surgery,Acute Services,49,82,99,65,41,,--
30-Jun-14,Belfast,Pain Management,Acute Services,118,196,183,100,231,,--
30-Jun-14,Belfast,General Medicine,Acute Services,2,1,0,0,0,,--
30-Jun-14,Belfast,Gastroenterology,Acute Services,718,408,68,4,0,,--
30-Jun-14,Belfast,Endocrinology,Acute Services,7,10,0,0,0,,--
30-Jun-14,Belfast,Cardiology,Acute Services,200,102,52,11,9,,--
30-Jun-14,Belfast,Dermatology,Acute Services,30,16,14,1,6,,--
30-Jun-14,Belfast,Nephrology,Acute Services,19,9,0,1,0,,--
30-Jun-14,Belfast,Neurology,Acute Services,37,1,1,0,0,,--
30-Jun-14,Belfast,Rheumatology,Acute Services,1,10,1,0,1,,--
30-Jun-14,Belfast,Paediatrics,Acute Services,37,61,30,0,0,,--
30-Jun-14,Belfast,Gynaecology,Acute Services,181,183,112,40,35,,--
30-Jun-14,Belfast,GP Other,Acute Services,2,1,0,0,0,,--
30-Jun-14,Belfast,Radiology,Acute Services,22,4,2,0,0,,--
30-Jun-14,Northern,General Surgery,Acute Services,939,343,133,51,17,,--
30-Jun-14,Northern,Urology,Acute Services,272,216,155,37,60,,--
30-Jun-14,Northern,ENT,Acute Services,162,60,39,0,0,,--
30-Jun-14,Northern,Oral Surgery,Acute Services,4,1,6,3,1,,--
30-Jun-14,Northern,Pain Management,Acute Services,115,100,1,0,0,,--
30-Jun-14,Northern,General Medicine,Acute Services,4,3,0,0,0,,--
30-Jun-14,Northern,Gastroenterology,Acute Services,673,188,0,0,0,,--
30-Jun-14,Northern,Cardiology,Acute Services,111,77,2,0,0,,--
30-Jun-14,Northern,Dermatology,Acute Services,48,24,0,0,0,,--
30-Jun-14,Northern,Thoracic Medicine,Acute Services,12,0,0,0,0,,--
30-Jun-14,Northern,Gynaecology,Acute Services,277,141,139,45,19,,--
30-Jun-14,Northern,GP Other,Acute Services,149,122,17,0,0,,--
30-Jun-14,South Eastern,General Surgery,Acute Services,610,273,122,35,22,,--
30-Jun-14,South Eastern,Urology,Acute Services,298,126,80,30,40,,--
30-Jun-14,South Eastern,T & O Surgery,Acute Services,7,2,0,0,0,,--
30-Jun-14,South Eastern,ENT,Acute Services,105,95,12,0,0,,--
30-Jun-14,South Eastern,Ophthalmology,Acute Services,152,128,37,0,0,,--
30-Jun-14,South Eastern,Oral Surgery,Acute Services,56,27,5,3,0,,--
30-Jun-14,South Eastern,Plastic Surgery,Acute Services,197,88,46,16,11,,--
30-Jun-14,South Eastern,Paediatric Surgery,Acute Services,18,38,25,0,5,,--
30-Jun-14,South Eastern,Pain Management,Acute Services,52,25,0,0,0,,--
30-Jun-14,South Eastern,General Medicine,Acute Services,460,172,45,0,0,,--
30-Jun-14,South Eastern,Gastroenterology,Acute Services,43,5,0,0,0,,--
30-Jun-14,South Eastern,Haematology (Clinical),Acute Services,9,0,0,0,0,,--
30-Jun-14,South Eastern,Cardiology,Acute Services,106,86,3,0,0,,--
30-Jun-14,South Eastern,Dermatology,Acute Services,102,16,0,0,0,,--
30-Jun-14,South Eastern,Nephrology,Acute Services,1,0,0,0,0,,--
30-Jun-14,South Eastern,Paediatrics,Acute Services,3,1,0,0,0,,--
30-Jun-14,South Eastern,Geriatric Medicine,Elderly Care,23,0,0,0,0,,--
30-Jun-14,South Eastern,Gynaecology,Acute Services,110,27,18,3,0,,--
30-Jun-14,South Eastern,Clinical Oncology,Acute Services,8,0,0,0,0,,--
30-Jun-14,Southern,General Surgery,Acute Services,972,558,303,92,25,,--
30-Jun-14,Southern,Urology,Acute Services,222,147,103,47,153,,--
30-Jun-14,Southern,T & O Surgery,Acute Services,192,114,103,56,31,,--
30-Jun-14,Southern,ENT,Acute Services,230,144,41,0,0,,--
30-Jun-14,Southern,Ophthalmology,Acute Services,88,72,56,2,0,,--
30-Jun-14,Southern,Oral Surgery,Acute Services,20,19,13,0,3,,--
30-Jun-14,Southern,Pain Management,Acute Services,71,115,106,68,1,,--
30-Jun-14,Southern,General Medicine,Acute Services,7,3,0,0,0,,--
30-Jun-14,Southern,Gastroenterology,Acute Services,267,154,17,0,0,,--
30-Jun-14,Southern,Haematology (Clinical),Acute Services,21,0,0,0,0,,--
30-Jun-14,Southern,Cardiology,Acute Services,236,53,0,0,0,,--
30-Jun-14,Southern,Dermatology,Acute Services,109,71,0,0,0,,--
30-Jun-14,Southern,Thoracic Medicine,Acute Services,9,0,0,0,0,,--
30-Jun-14,Southern,Medical Oncology,Acute Services,2,0,0,0,0,,--
30-Jun-14,Southern,Neurology,Acute Services,0,1,0,0,0,,--
30-Jun-14,Southern,Rheumatology,Acute Services,115,105,64,4,0,,--
30-Jun-14,Southern,Gynaecology,Acute Services,144,76,4,0,0,,--
30-Jun-14,Southern,GP Other,Acute Services,82,32,5,0,0,,--
30-Jun-14,Southern,Clinical Oncology,Acute Services,22,2,0,0,0,,--
30-Jun-14,Southern,Other,Acute Services,149,107,13,0,0,,--
30-Jun-14,Western,General Surgery,Acute Services,582,341,296,97,145,,--
30-Jun-14,Western,Urology,Acute Services,177,43,0,0,0,,--
30-Jun-14,Western,T & O Surgery,Acute Services,180,240,169,76,126,,--
30-Jun-14,Western,ENT,Acute Services,85,60,41,7,9,,--
30-Jun-14,Western,Ophthalmology,Acute Services,462,276,74,0,0,,--
30-Jun-14,Western,Oral Surgery,Acute Services,73,29,6,2,0,,--
30-Jun-14,Western,Pain Management,Acute Services,89,119,58,0,0,,--
30-Jun-14,Western,General Medicine,Acute Services,737,152,2,0,0,,--
30-Jun-14,Western,Cardiology,Acute Services,47,14,0,0,0,,--
30-Jun-14,Western,Gynaecology,Acute Services,189,110,80,19,5,,--
30-Jun-14,Western,GP Other,Acute Services,114,25,0,0,0,,--
30-Sep-14,Belfast,Cardiac Surgery,Acute Services,0,3,0,1,0,,--
30-Sep-14,Belfast,Cardiology,Acute Services,204,137,90,8,27,,--
30-Sep-14,Belfast,Dermatology,Acute Services,10,19,23,2,1,,--
30-Sep-14,Belfast,Endocrinology,Acute Services,6,4,2,2,0,,--
30-Sep-14,Belfast,ENT,Acute Services,173,169,224,95,227,,--
30-Sep-14,Belfast,Gastroenterology,Acute Services,697,494,347,40,1,,--
30-Sep-14,Belfast,General Medicine,Acute Services,6,2,1,0,0,,--
30-Sep-14,Belfast,General Surgery,Acute Services,537,554,500,195,826,,--
30-Sep-14,Belfast,GP Other,Acute Services,6,0,1,0,0,,--
30-Sep-14,Belfast,Gynaecology,Acute Services,195,144,124,45,40,,--
30-Sep-14,Belfast,Nephrology,Acute Services,15,1,0,0,0,,--
30-Sep-14,Belfast,Neurology,Acute Services,24,7,0,0,0,,--
30-Sep-14,Belfast,Neurosurgery,Acute Services,44,24,13,3,16,,--
30-Sep-14,Belfast,Ophthalmology,Acute Services,770,803,624,186,247,,--
30-Sep-14,Belfast,Oral Surgery,Acute Services,104,81,39,6,2,,--
30-Sep-14,Belfast,Paediatric Dentistry,Acute Services,48,53,5,1,0,,--
30-Sep-14,Belfast,Paediatric Surgery,Acute Services,27,53,74,48,93,,--
30-Sep-14,Belfast,Paediatrics,Acute Services,21,42,50,6,0,,--
30-Sep-14,Belfast,Pain Management,Acute Services,132,226,232,116,255,,--
30-Sep-14,Belfast,Plastic Surgery,Acute Services,52,50,75,31,38,,--
30-Sep-14,Belfast,Radiology,Acute Services,20,5,7,0,0,,--
30-Sep-14,Belfast,Restorative Dentistry,Acute Services,35,13,13,2,4,,--
30-Sep-14,Belfast,Rheumatology,Acute Services,2,1,4,4,1,,--
30-Sep-14,Belfast,T & O Surgery,Acute Services,54,211,203,46,66,,--
30-Sep-14,Belfast,Urology,Acute Services,535,177,202,102,774,,--
30-Sep-14,Northern,Cardiology,Acute Services,111,93,1,0,0,,--
30-Sep-14,Northern,Dermatology,Acute Services,72,16,0,0,0,,--
30-Sep-14,Northern,ENT,Acute Services,143,57,27,0,0,,--
30-Sep-14,Northern,Gastroenterology,Acute Services,746,335,0,0,0,,--
30-Sep-14,Northern,General Medicine,Acute Services,1,3,0,0,0,,--
30-Sep-14,Northern,General Surgery,Acute Services,964,337,134,12,26,,--
30-Sep-14,Northern,GP Other,Acute Services,148,141,38,3,0,,--
30-Sep-14,Northern,Gynaecology,Acute Services,219,159,150,30,18,,--
30-Sep-14,Northern,Oral Surgery,Acute Services,2,0,1,1,5,,--
30-Sep-14,Northern,Pain Management,Acute Services,181,135,18,4,0,,--
30-Sep-14,Northern,Thoracic Medicine,Acute Services,18,1,0,0,0,,--
30-Sep-14,Northern,Urology,Acute Services,191,88,61,24,72,,--
30-Sep-14,South Eastern,Cardiology,Acute Services,85,60,19,0,0,,--
30-Sep-14,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,0,,--
30-Sep-14,South Eastern,Dermatology,Acute Services,95,54,7,0,0,,--
30-Sep-14,South Eastern,ENT,Acute Services,30,89,36,8,3,,--
30-Sep-14,South Eastern,Gastroenterology,Acute Services,41,4,0,0,0,,--
30-Sep-14,South Eastern,General Medicine,Acute Services,523,260,107,24,1,,--
30-Sep-14,South Eastern,General Surgery,Acute Services,493,394,142,25,61,,--
30-Sep-14,South Eastern,Geriatric Medicine,Elderly Care,24,2,0,0,0,,--
30-Sep-14,South Eastern,Gynaecology,Acute Services,140,49,37,10,4,,--
30-Sep-14,South Eastern,Haematology (Clinical),Acute Services,4,0,0,0,0,,--
30-Sep-14,South Eastern,Nephrology,Acute Services,3,0,0,0,0,,--
30-Sep-14,South Eastern,Neurology,Acute Services,1,0,0,0,0,,--
30-Sep-14,South Eastern,Ophthalmology,Acute Services,220,99,47,7,2,,--
30-Sep-14,South Eastern,Oral Surgery,Acute Services,56,48,35,4,0,,--
30-Sep-14,South Eastern,Paediatric Surgery,Acute Services,13,26,48,7,7,,--
30-Sep-14,South Eastern,Paediatrics,Acute Services,2,0,0,0,0,,--
30-Sep-14,South Eastern,Pain Management,Acute Services,53,17,1,0,0,,--
30-Sep-14,South Eastern,Plastic Surgery,Acute Services,208,136,90,32,17,,--
30-Sep-14,South Eastern,Rheumatology,Acute Services,1,0,0,0,0,,--
30-Sep-14,South Eastern,T & O Surgery,Acute Services,3,1,1,0,0,,--
30-Sep-14,South Eastern,Urology,Acute Services,240,154,64,22,73,,--
30-Sep-14,Southern,Cardiology,Acute Services,208,133,1,0,0,,--
30-Sep-14,Southern,Clinical Oncology,Acute Services,12,0,0,0,0,,--
30-Sep-14,Southern,Dermatology,Acute Services,110,84,21,0,0,,--
30-Sep-14,Southern,ENT,Acute Services,243,127,39,1,0,,--
30-Sep-14,Southern,Gastroenterology,Acute Services,327,130,19,0,2,,--
30-Sep-14,Southern,General Medicine,Acute Services,9,2,1,0,0,,--
30-Sep-14,Southern,General Surgery,Acute Services,"1,046",569,348,85,16,,--
30-Sep-14,Southern,GP Other,Acute Services,70,18,5,6,0,,--
30-Sep-14,Southern,Gynaecology,Acute Services,121,49,0,0,0,,--
30-Sep-14,Southern,Haematology (Clinical),Acute Services,27,0,0,0,0,,--
30-Sep-14,Southern,Medical Oncology,Acute Services,6,0,0,0,0,,--
30-Sep-14,Southern,Neurology,Acute Services,2,0,0,0,0,,--
30-Sep-14,Southern,Ophthalmology,Acute Services,90,68,8,0,1,,--
30-Sep-14,Southern,Oral Surgery,Acute Services,18,17,13,3,6,,--
30-Sep-14,Southern,Other,Acute Services,86,84,3,0,0,,--
30-Sep-14,Southern,Pain Management,Acute Services,85,77,132,67,49,,--
30-Sep-14,Southern,Rheumatology,Acute Services,108,61,2,0,0,,--
30-Sep-14,Southern,T & O Surgery,Acute Services,94,79,159,47,99,,--
30-Sep-14,Southern,Thoracic Medicine,Acute Services,15,2,0,0,0,,--
30-Sep-14,Southern,Urology,Acute Services,217,154,115,40,117,,--
30-Sep-14,Western,Cardiology,Acute Services,21,30,0,0,0,,--
30-Sep-14,Western,ENT,Acute Services,80,63,45,12,3,,--
30-Sep-14,Western,General Medicine,Acute Services,797,171,0,0,0,,--
30-Sep-14,Western,General Surgery,Acute Services,644,395,271,72,37,,--
30-Sep-14,Western,GP Other,Acute Services,70,17,1,0,0,,--
30-Sep-14,Western,Gynaecology,Acute Services,185,82,108,16,4,,--
30-Sep-14,Western,Ophthalmology,Acute Services,401,336,69,5,0,,--
30-Sep-14,Western,Oral Surgery,Acute Services,137,63,9,1,0,,--
30-Sep-14,Western,Pain Management,Acute Services,85,123,59,2,0,,--
30-Sep-14,Western,T & O Surgery,Acute Services,178,211,237,111,115,,--
30-Sep-14,Western,Urology,Acute Services,223,103,0,0,0,,--
31-Dec-14,Belfast,General Surgery,Acute Services,600,528,402,223,"1,010",,--
31-Dec-14,Belfast,Urology,Acute Services,602,296,183,78,801,,--
31-Dec-14,Belfast,T & O Surgery,Acute Services,72,315,215,79,143,,--
31-Dec-14,Belfast,ENT,Acute Services,125,255,179,94,290,,--
31-Dec-14,Belfast,Ophthalmology,Acute Services,547,"1,009",489,109,260,,--
31-Dec-14,Belfast,Oral Surgery,Acute Services,98,98,53,3,5,,--
31-Dec-14,Belfast,Restorative Dentistry,Acute Services,27,8,8,1,8,,--
31-Dec-14,Belfast,Paediatric Dentistry,Acute Services,50,30,20,1,1,,--
